data.source	file.snps	sample.id	ref.genome	data.type	out.folder	is.tumor
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z001-01_DNA_tumor/C347.TCGA-17-Z001-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z001-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z001-11_DNA_normal/C347.TCGA-17-Z001-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z001-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z002-01_DNA_tumor/C347.TCGA-17-Z002-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z002-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z002-11_DNA_normal/C347.TCGA-17-Z002-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z002-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z003-01_DNA_tumor/C347.TCGA-17-Z003-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z003-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z003-11_DNA_normal/C347.TCGA-17-Z003-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z003-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z004-01_DNA_tumor/C347.TCGA-17-Z004-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z004-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z004-11_DNA_normal/C347.TCGA-17-Z004-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z004-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z005-01_DNA_tumor/C347.TCGA-17-Z005-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z005-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z005-11_DNA_normal/C347.TCGA-17-Z005-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z005-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z006-01_DNA_tumor/C347.TCGA-17-Z006-01A-01W-0746-08.3_gdc_realn.snps	TCGA-17-Z006-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z007-01_DNA_tumor/C347.TCGA-17-Z007-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z007-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z007-11_DNA_normal/C347.TCGA-17-Z007-11A-01W-0746-08.4_gdc_realn.snps	TCGA-17-Z007-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z008-11_DNA_normal/C347.TCGA-17-Z008-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z008-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z009-01_DNA_tumor/C347.TCGA-17-Z009-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z009-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z009-11_DNA_normal/C347.TCGA-17-Z009-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z009-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z010-01_DNA_tumor/C347.TCGA-17-Z010-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z010-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z010-11_DNA_normal/C347.TCGA-17-Z010-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z010-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z011-01_DNA_tumor/C347.TCGA-17-Z011-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z011-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z011-11_DNA_normal/C347.TCGA-17-Z011-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z011-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z012-11_DNA_normal/C347.TCGA-17-Z012-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z012-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z013-01_DNA_tumor/C347.TCGA-17-Z013-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z013-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z013-11_DNA_normal/C347.TCGA-17-Z013-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z013-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z014-01_DNA_tumor/C347.TCGA-17-Z014-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z014-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z014-11_DNA_normal/C347.TCGA-17-Z014-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z014-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z015-01_DNA_tumor/C347.TCGA-17-Z015-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z015-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z015-11_DNA_normal/C347.TCGA-17-Z015-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z015-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z016-01_DNA_tumor/C347.TCGA-17-Z016-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z016-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z016-11_DNA_normal/C347.TCGA-17-Z016-11A-01W-0746-08.4_gdc_realn.snps	TCGA-17-Z016-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z017-01_DNA_tumor/C347.TCGA-17-Z017-01A-01W-0746-08.3_gdc_realn.snps	TCGA-17-Z017-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z017-11_DNA_normal/C347.TCGA-17-Z017-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z017-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z018-01_DNA_tumor/C347.TCGA-17-Z018-01A-01W-0746-08.7_gdc_realn.snps	TCGA-17-Z018-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z018-11_DNA_normal/C347.TCGA-17-Z018-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z018-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z019-01_DNA_tumor/C347.TCGA-17-Z019-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z019-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z019-11_DNA_normal/C347.TCGA-17-Z019-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z019-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z020-01_DNA_tumor/C347.TCGA-17-Z020-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z020-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z020-11_DNA_normal/C347.TCGA-17-Z020-11A-01W-0746-08.4_gdc_realn.snps	TCGA-17-Z020-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z021-01_DNA_tumor/C347.TCGA-17-Z021-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z021-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z021-11_DNA_normal/C347.TCGA-17-Z021-11A-01W-0746-08.4_gdc_realn.snps	TCGA-17-Z021-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z022-01_DNA_tumor/C347.TCGA-17-Z022-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z022-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z022-11_DNA_normal/C347.TCGA-17-Z022-11A-01W-0746-08.7_gdc_realn.snps	TCGA-17-Z022-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z023-01_DNA_tumor/C347.TCGA-17-Z023-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z023-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z023-11_DNA_normal/C347.TCGA-17-Z023-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z023-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z024-11_DNA_normal/C347.TCGA-17-Z024-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z024-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z025-01_DNA_tumor/C347.TCGA-17-Z025-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z025-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z025-11_DNA_normal/C347.TCGA-17-Z025-11A-01W-0746-08.4_gdc_realn.snps	TCGA-17-Z025-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z026-01_DNA_tumor/C347.TCGA-17-Z026-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z026-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z026-11_DNA_normal/C347.TCGA-17-Z026-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z026-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z027-01_DNA_tumor/C347.TCGA-17-Z027-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z027-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z027-11_DNA_normal/C347.TCGA-17-Z027-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z027-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z028-01_DNA_tumor/C347.TCGA-17-Z028-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z028-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z028-11_DNA_normal/C347.TCGA-17-Z028-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z028-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z029-01_DNA_tumor/C347.TCGA-17-Z029-01A-01W-0746-08.2_gdc_realn.snps	TCGA-17-Z029-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z030-01_DNA_tumor/C347.TCGA-17-Z030-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z030-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z030-11_DNA_normal/C347.TCGA-17-Z030-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z030-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z031-01_DNA_tumor/C347.TCGA-17-Z031-01A-01W-0746-08.4_gdc_realn.snps	TCGA-17-Z031-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z031-11_DNA_normal/C347.TCGA-17-Z031-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z031-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z032-01_DNA_tumor/C347.TCGA-17-Z032-01A-01W-0746-08.4_gdc_realn.snps	TCGA-17-Z032-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z032-11_DNA_normal/C347.TCGA-17-Z032-11A-01W-0746-08.2_gdc_realn.snps	TCGA-17-Z032-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z033-01_DNA_tumor/C347.TCGA-17-Z033-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z033-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z033-11_DNA_normal/C347.TCGA-17-Z033-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z033-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z034-01_DNA_tumor/C347.TCGA-17-Z034-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z034-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z035-11_DNA_normal/C347.TCGA-17-Z035-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z035-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z036-01_DNA_tumor/C347.TCGA-17-Z036-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z036-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z036-11_DNA_normal/C347.TCGA-17-Z036-11A-01W-0746-08.3_gdc_realn.snps	TCGA-17-Z036-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z037-01_DNA_tumor/C347.TCGA-17-Z037-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z037-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z037-11_DNA_normal/C347.TCGA-17-Z037-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z037-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z038-11_DNA_normal/C347.TCGA-17-Z038-11A-01W-0746-08.2_gdc_realn.snps	TCGA-17-Z038-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z039-01_DNA_tumor/C347.TCGA-17-Z039-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z039-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z040-11_DNA_normal/C347.TCGA-17-Z040-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z040-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z041-01_DNA_tumor/C347.TCGA-17-Z041-01A-01W-0746-08.2_gdc_realn.snps	TCGA-17-Z041-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z041-11_DNA_normal/C347.TCGA-17-Z041-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z041-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z042-01_DNA_tumor/C347.TCGA-17-Z042-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z042-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z042-11_DNA_normal/C347.TCGA-17-Z042-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z042-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z043-01_DNA_tumor/C347.TCGA-17-Z043-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z043-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z043-11_DNA_normal/C347.TCGA-17-Z043-11A-01W-0746-08.7_gdc_realn.snps	TCGA-17-Z043-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z044-01_DNA_tumor/C347.TCGA-17-Z044-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z044-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z044-11_DNA_normal/C347.TCGA-17-Z044-11A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z044-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z045-01_DNA_tumor/C347.TCGA-17-Z045-01A-01W-0746-08.1_gdc_realn.snps	TCGA-17-Z045-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z045-11_DNA_normal/C347.TCGA-17-Z045-11A-01W-0747-08.1_gdc_realn.snps	TCGA-17-Z045-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z046-11_DNA_normal/C347.TCGA-17-Z046-11A-01W-0747-08.4_gdc_realn.snps	TCGA-17-Z046-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z047-01_DNA_tumor/C347.TCGA-17-Z047-01A-01W-0747-08.4_gdc_realn.snps	TCGA-17-Z047-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z047-11_DNA_normal/C347.TCGA-17-Z047-11A-01W-0746-08.4_gdc_realn.snps	TCGA-17-Z047-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z048-01_DNA_tumor/C347.TCGA-17-Z048-01A-01W-0746-08.4_gdc_realn.snps	TCGA-17-Z048-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z048-11_DNA_normal/C347.TCGA-17-Z048-11A-01W-0746-08.4_gdc_realn.snps	TCGA-17-Z048-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z049-01_DNA_tumor/C347.TCGA-17-Z049-01A-01W-0746-08.4_gdc_realn.snps	TCGA-17-Z049-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z049-11_DNA_normal/C347.TCGA-17-Z049-11A-01W-0747-08.4_gdc_realn.snps	TCGA-17-Z049-11_DNA_normal	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	0
TCGA-LUAD	/BCGLAB/2020_signatures/pileup/TCGA-LUAD/TCGA-17-Z050-01_DNA_tumor/C347.TCGA-17-Z050-01A-01W-0747-08.4_gdc_realn.snps	TCGA-17-Z050-01_DNA_tumor	GRCh38	DNA	/BCGLAB/2020_signatures/input_data/TCGA-LUAD	1
